case_id,entity_id,case_type,order_id,payment_id,method,settlement_id,refund_id,bank_txn_id,expected_amount,actual_amount,variance,transaction_date,settlement_date,bank_value_date,candidate_count,confidence_score,evidence,reason,recommended_action,decision,status
MATCH-039,setl_aAi3NHtEp1cgkn,CLEAN_MATCH,order_CQanKuLqIoDMwE,pay_zUwyBJ8QYSXI1m,CARD,setl_aAi3NHtEp1cgkn,,TXN6565923574,713.82,713.82,0.0,2026-09-14,2026-09-16,2026-09-16,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN6565923574"", ""bank_amount"": 71382, ""bank_value_date"": ""2026-09-16T17:48:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-040,setl_yf6DdVG9gMf5yo,CLEAN_MATCH,order_rNikYuNJ0ekots,pay_Ly3W6UGBk0hopU,UPI,setl_yf6DdVG9gMf5yo,,TXN5195547846,499.02,499.02,0.0,2026-08-25,2026-08-27,2026-08-27,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN5195547846"", ""bank_amount"": 49902, ""bank_value_date"": ""2026-08-27T21:05:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-041,setl_MGXMRqOGqleigC,CLEAN_MATCH,order_DoftzjaGVirHQE,pay_DaAsoaxzIykTyx,NETBANKING,setl_MGXMRqOGqleigC,,TXN0024743600,2830.16,2830.16,0.0,2026-08-20,2026-08-22,2026-08-22,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN0024743600"", ""bank_amount"": 283016, ""bank_value_date"": ""2026-08-22T12:16:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-042,setl_dP8oAaXKyp8KQQ,CLEAN_MATCH,order_qyHl3pxa8Sx8p9,pay_CVG8DQtuNc6GpN,CARD,setl_dP8oAaXKyp8KQQ,,TXN1435638703,3939.91,3939.91,0.0,2026-08-10,2026-08-12,2026-08-12,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN1435638703"", ""bank_amount"": 393991, ""bank_value_date"": ""2026-08-12T02:01:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-043,setl_QVjrztfOc6lbgl,CLEAN_MATCH,order_3EBsRllvTrZ4Ie,pay_BYHCWFT2MwMtd7,WALLET,setl_QVjrztfOc6lbgl,,TXN9846378870,3805.94,3805.94,0.0,2026-08-09,2026-08-11,2026-08-11,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN9846378870"", ""bank_amount"": 380594, ""bank_value_date"": ""2026-08-11T08:38:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-044,setl_P98UJfAWjuDUHq,CLEAN_MATCH,order_XkZQJ4KsTJedVv,pay_A5hVU05NNdGtJu,CARD,setl_P98UJfAWjuDUHq,,TXN2465143136,1210.73,1210.73,0.0,2026-08-05,2026-08-07,2026-08-07,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN2465143136"", ""bank_amount"": 121073, ""bank_value_date"": ""2026-08-07T11:31:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-045,setl_QzJAtLBiOKQmiQ,CLEAN_MATCH,order_FC5bpGuyjvvMo8,pay_rdpy9966nvyiTG,EMI,setl_QzJAtLBiOKQmiQ,,TXN8103993786,548.23,548.23,0.0,2026-08-12,2026-08-14,2026-08-14,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN8103993786"", ""bank_amount"": 54823, ""bank_value_date"": ""2026-08-14T07:04:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-046,setl_BlKSmCpQ4XShhB,CLEAN_MATCH,order_BZc9GyTIFNdsys,pay_rks4Q4COfFlK3H,WALLET,setl_BlKSmCpQ4XShhB,,TXN1817437461,294.78,294.78,0.0,2026-09-03,2026-09-05,2026-09-05,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN1817437461"", ""bank_amount"": 29478, ""bank_value_date"": ""2026-09-05T04:10:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-047,setl_rORJI7UwcVu3YV,CLEAN_MATCH,order_MpC1Ha2oKDzeLp,pay_rMYmldvjcJLufg,CARD,setl_rORJI7UwcVu3YV,,TXN5076774825,771.17,771.17,0.0,2026-08-13,2026-08-15,2026-08-15,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN5076774825"", ""bank_amount"": 77117, ""bank_value_date"": ""2026-08-15T00:25:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-048,setl_J7ZmZ5DDcijC13,CLEAN_MATCH,order_METEY2osmhCXTm,pay_9zuINamrWtFuaQ,NETBANKING,setl_J7ZmZ5DDcijC13,,TXN7018335161,3288.12,3288.12,0.0,2026-08-23,2026-08-25,2026-08-25,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN7018335161"", ""bank_amount"": 328812, ""bank_value_date"": ""2026-08-25T04:45:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-049,setl_1htc02u3gVUbVN,CLEAN_MATCH,order_Sqf2xZsGkxcmfF,pay_DFl5TGWi2Y6PiS,WALLET,setl_1htc02u3gVUbVN,,TXN5529851385,695.79,695.79,0.0,2026-08-20,2026-08-22,2026-08-22,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN5529851385"", ""bank_amount"": 69579, ""bank_value_date"": ""2026-08-22T11:10:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-050,setl_M4yRPW2CbDvCkV,CLEAN_MATCH,order_DPgdAlKKZRMtYS,pay_Ye5VJfXRgtNVD6,CARD,setl_M4yRPW2CbDvCkV,,TXN5933857475,357.31,357.31,0.0,2026-08-09,2026-08-11,2026-08-11,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN5933857475"", ""bank_amount"": 35731, ""bank_value_date"": ""2026-08-11T01:21:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-051,setl_TvNUhkysUUHxRD,CLEAN_MATCH,order_F0rir1agkKjBYq,pay_olGc97KYZUzxOT,CARD,setl_TvNUhkysUUHxRD,,TXN4983206377,2579.19,2579.19,0.0,2026-08-06,2026-08-08,2026-08-08,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN4983206377"", ""bank_amount"": 257919, ""bank_value_date"": ""2026-08-08T04:42:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-052,setl_RpC6N5rA4VukeW,CLEAN_MATCH,order_VGQ9taaezGQvSp,pay_bf6OZ6NRh1iO3J,CARD,setl_RpC6N5rA4VukeW,,TXN7269710524,3856.69,3856.69,0.0,2026-09-13,2026-09-15,2026-09-15,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN7269710524"", ""bank_amount"": 385669, ""bank_value_date"": ""2026-09-15T20:07:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-053,setl_nDCaA2pAn5643z,CLEAN_MATCH,order_dBnLlxCmwqubJr,pay_0Ckv2LWNLk81f1,WALLET,setl_nDCaA2pAn5643z,,TXN6423290614,2508.7,2508.7,0.0,2026-09-07,2026-09-09,2026-09-09,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN6423290614"", ""bank_amount"": 250870, ""bank_value_date"": ""2026-09-09T16:36:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-054,setl_Q5DATblbXZGuJO,CLEAN_MATCH,order_rdvEGhSQHsMX6Y,pay_e3Ce3r7grRE2GM,NETBANKING,setl_Q5DATblbXZGuJO,,TXN2812961511,2675.47,2675.47,0.0,2026-09-13,2026-09-15,2026-09-15,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN2812961511"", ""bank_amount"": 267547, ""bank_value_date"": ""2026-09-15T14:55:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-055,setl_7Ufz4zISUilxIc,CLEAN_MATCH,order_L64wj0wxrv82fT,pay_TzBkT3TzZLis9G,NETBANKING,setl_7Ufz4zISUilxIc,,TXN8446212907,2608.4,2608.4,0.0,2026-08-21,2026-08-23,2026-08-23,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN8446212907"", ""bank_amount"": 260840, ""bank_value_date"": ""2026-08-23T20:50:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-056,setl_RwHviirWz5knFZ,CLEAN_MATCH,order_BpQ8YxTbqKjCQw,pay_qA4wrG6FVlfUH2,NETBANKING,setl_RwHviirWz5knFZ,,TXN0361495913,3072.19,3072.19,0.0,2026-08-31,2026-09-02,2026-09-02,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN0361495913"", ""bank_amount"": 307219, ""bank_value_date"": ""2026-09-02T19:20:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-057,setl_buC1J3qRK9xyJY,CLEAN_MATCH,order_D0FyE8Mv8tbcZv,pay_KVMxA9zdpotfQ1,UPI,setl_buC1J3qRK9xyJY,,TXN8520942708,2858.86,2858.86,0.0,2026-09-06,2026-09-08,2026-09-08,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN8520942708"", ""bank_amount"": 285886, ""bank_value_date"": ""2026-09-08T16:26:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-058,setl_SYb7L0P6QWoIt7,CLEAN_MATCH,order_GZ65p2ohYuKyUo,pay_ngnrz1dHRhHDpr,CARD,setl_SYb7L0P6QWoIt7,,TXN2289687408,3020.53,3020.53,0.0,2026-09-02,2026-09-04,2026-09-04,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN2289687408"", ""bank_amount"": 302053, ""bank_value_date"": ""2026-09-04T04:21:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-059,setl_E01hf1lkFq3KK8,CLEAN_MATCH,order_2ZU5r2MVqt3t9V,pay_I5NBldlDkCh3EB,EMI,setl_E01hf1lkFq3KK8,,TXN9810864950,323.71,323.71,0.0,2026-08-09,2026-08-11,2026-08-11,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN9810864950"", ""bank_amount"": 32371, ""bank_value_date"": ""2026-08-11T17:07:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-060,setl_filYRlbDio01Hf,CLEAN_MATCH,order_2sKCPMq72llUL2,pay_AbyaOCzOUTsYMQ,WALLET,setl_filYRlbDio01Hf,,TXN8331844457,329.31,329.31,0.0,2026-08-06,2026-08-08,2026-08-08,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN8331844457"", ""bank_amount"": 32931, ""bank_value_date"": ""2026-08-08T14:16:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-061,setl_uxZZiiNVPjTfMM,CLEAN_MATCH,order_cjI5h0gwrGhsxs,pay_XiKd33nYEhv1zJ,EMI,setl_uxZZiiNVPjTfMM,,TXN3660957957,1186.18,1186.18,0.0,2026-08-30,2026-09-01,2026-09-01,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN3660957957"", ""bank_amount"": 118618, ""bank_value_date"": ""2026-09-01T16:10:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
MATCH-062,setl_CLaQOaD3Pz3RVH,CLEAN_MATCH,order_d5qpQ90n0rkHef,pay_hiIrAL7tQvqUCp,NETBANKING,setl_CLaQOaD3Pz3RVH,,TXN7604942029,3440.73,3440.73,0.0,2026-08-11,2026-08-13,2026-08-13,1,100.0,"{""direction"": ""credit"", ""duplicate_ledger_group"": false, ""duplicate_bank_group"": false, ""candidates"": [{""bank_txn_id"": ""TXN7604942029"", ""bank_amount"": 344073, ""bank_value_date"": ""2026-08-13T00:24:00"", ""reference_match"": 1.0, ""amount_diff_rupees"": 0.0, ""date_gap_days"": 0, ""confidence_score"": 100.0}]}","Exact reference, exact amount, credited within the expected settlement window.",No action needed.,AUTO_RESOLVE,RESOLVED
